record_id,call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,age,customer_value,fn,fp,churn,complaint_label,tariff_label,status_label,churn_label,tenure_band,call_activity_band,sms_activity_band,retention_priority_score,retention_priority
1879,0,0,39,0,0,0,1,0,3,1,2,30,4,3.6,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,No calls,1–25 SMS,7,High
1882,0,0,39,0,323,7,10,3,4,1,2,45,33.25,29.925,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
1891,8,0,30,0,395,25,11,6,3,1,2,30,60.8,54.72,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
1892,0,0,29,0,520,10,22,2,4,1,2,45,68.25,61.425,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
1902,1,0,38,0,723,10,8,2,2,1,2,25,68.985,62.0865,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
1917,1,0,36,0,1280,19,1,9,2,1,2,25,62.955,56.6595,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
1918,3,0,37,0,1115,19,14,6,2,1,2,25,114.03,102.627,61.403,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
1919,0,0,36,0,0,0,1,0,2,1,2,25,4.5,4.05,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,1–25 SMS,7,High
1928,10,1,35,0,2673,49,35,29,3,1,2,30,248.88,223.992,74.888,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,26–100 SMS,7,High
1929,1,0,35,0,538,7,1,1,3,1,2,30,25.8,23.22,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,7,High
1932,1,0,35,0,1033,12,10,2,4,1,2,45,51.125,46.0125,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,7,High
1942,1,0,25,0,1230,15,22,1,4,1,2,45,86.125,77.5125,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
1952,0,0,36,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,No calls,No SMS,7,High
1967,0,0,34,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,No calls,No SMS,7,High
1968,0,0,35,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,No calls,No SMS,7,High
1969,0,0,34,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1973,0,1,30,0,0,0,0,0,2,1,2,25,0,0,60,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,10,High
1977,0,0,32,0,1975,24,0,14,2,1,2,25,89.955,80.9595,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,No SMS,7,High
1979,0,1,33,0,0,0,0,0,2,1,2,25,0,0,60,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,10,High
1982,0,0,33,0,0,0,0,0,3,1,2,30,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1991,0,0,24,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,No calls,No SMS,7,High
1992,0,0,23,0,0,0,0,0,4,1,2,45,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,No calls,No SMS,7,High
2002,0,0,37,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,No calls,No SMS,7,High
2017,0,0,35,0,570,8,0,9,2,1,2,25,26.01,23.409,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,No SMS,7,High
2018,0,0,36,0,405,8,6,6,2,1,2,25,45.585,41.0265,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
2019,0,1,35,0,0,0,0,0,2,1,2,25,0,0,60,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,10,High
2028,4,1,34,0,1963,38,27,29,3,1,2,30,188.04,169.236,68.804,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,26–100 SMS,7,High
2029,0,0,34,0,0,0,0,0,3,1,2,30,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
2032,0,1,34,0,323,1,2,2,4,1,2,45,13.1,11.79,60,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,10,High
2041,6,0,25,0,395,19,3,5,2,1,2,25,32.13,28.917,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
2042,0,0,24,0,520,4,14,1,4,1,2,45,48.1,43.29,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,1–25 calls,1–25 SMS,7,High
2052,0,0,37,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,No calls,No SMS,7,High
2067,0,0,35,0,570,8,0,9,2,1,2,25,26.01,23.409,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,No SMS,7,High
2068,0,0,36,0,405,8,6,6,2,1,2,25,45.585,41.0265,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
2069,0,0,35,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
2073,18,1,31,0,650,41,9,15,2,1,2,25,71.595,64.4355,60,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,1–25 SMS,8,High
2077,4,1,33,0,2685,35,2,14,2,1,2,25,131.4,118.26,63.14,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,1–25 SMS,8,High
2079,0,1,34,0,0,0,0,0,3,1,2,30,0,0,60,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,10,High
2082,0,0,34,0,323,1,2,2,4,1,2,45,13.1,11.79,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,7,High
2091,6,0,25,0,395,19,3,5,2,1,2,25,32.13,28.917,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
2092,0,0,24,0,520,4,14,1,4,1,2,45,48.1,43.29,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,1–25 calls,1–25 SMS,7,High
2102,5,0,41,0,623,11,14,6,3,1,2,30,81.36,73.224,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2112,14,1,40,0,2543,60,15,19,3,1,2,30,164.12,147.708,66.412,0,Complaint,Pay as you go,Non-active,Retained,37+ months,26–75 calls,1–25 SMS,8,High
2117,5,0,39,0,1180,20,7,13,2,1,2,25,85.5,76.95,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2118,7,0,40,0,1015,20,20,10,3,1,2,30,121.4,109.26,62.14,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2119,5,0,39,0,305,6,7,2,2,1,2,25,45.495,40.9455,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2127,14,1,37,0,3295,47,16,18,3,1,2,30,197.68,177.912,69.768,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,1–25 SMS,8,High
2128,14,1,38,0,2573,50,41,33,4,1,2,45,168.075,151.2675,66.8075,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,26–100 SMS,7,High
2129,5,0,38,0,438,8,7,4,3,1,2,30,45.84,41.256,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2132,5,0,38,0,933,13,16,6,4,1,2,45,63.65,57.285,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2150,8,1,11,2,1793,25,7,9,3,1,1,30,100.72,90.648,60.072,1,Complaint,Pay as you go,Active,Churned,0–12 months,1–25 calls,1–25 SMS,8,High
2182,8,1,40,2,993,16,21,8,4,1,1,45,77.725,69.9525,60,1,Complaint,Pay as you go,Active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2202,5,0,39,0,563,8,9,4,3,1,2,30,58.84,52.956,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2217,5,0,37,0,1120,17,7,11,2,1,2,25,82.665,74.3985,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2218,5,0,38,0,955,17,15,8,3,1,2,30,98.88,88.992,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2219,5,0,37,0,305,6,7,2,2,1,2,25,45.495,40.9455,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2223,25,1,33,0,1200,50,18,17,3,1,2,30,122,109.8,62.2,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,1–25 SMS,8,High
2228,11,1,36,0,2513,47,36,31,3,1,2,30,246.4,221.76,74.64,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,26–100 SMS,7,High
2229,5,0,36,0,305,6,7,2,3,1,2,30,40.44,36.396,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,7,High
2232,5,0,36,0,873,10,11,4,4,1,2,45,49.575,44.6175,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,7,High
2242,5,0,26,0,1070,13,23,3,4,1,2,45,84.575,76.1175,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
2250,5,1,9,1,1733,22,7,7,3,1,1,30,98.2,88.38,60,1,Complaint,Pay as you go,Active,Churned,0–12 months,1–25 calls,1–25 SMS,8,High
2252,6,0,45,0,703,13,24,10,3,1,2,30,124.64,112.176,62.464,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2262,15,1,44,0,2623,62,25,23,3,1,2,30,207.4,186.66,70.74,0,Complaint,Pay as you go,Non-active,Retained,37+ months,26–75 calls,1–25 SMS,8,High
2267,6,0,43,0,1260,22,17,17,2,1,2,25,134.19,120.771,63.419,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2269,6,0,43,0,385,8,17,6,2,1,2,25,94.185,84.7665,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2273,29,1,39,0,1340,55,33,23,3,1,2,30,187.8,169.02,68.78,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,26–100 SMS,7,High
2277,15,1,41,0,3375,49,26,22,3,1,2,30,240.96,216.864,74.096,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,26–100 SMS,7,High
2278,15,1,42,0,2653,52,51,37,4,1,2,45,195.125,175.6125,69.5125,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,26–100 SMS,7,High
2279,6,0,42,0,518,10,17,8,3,1,2,30,89.12,80.208,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2282,6,1,42,0,1013,15,26,10,4,1,2,45,90.7,81.63,60,1,Complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,26–100 SMS,9,High
2287,9,1,41,0,2050,52,55,26,4,1,2,45,190.05,171.045,69.005,0,Complaint,Pay as you go,Non-active,Retained,37+ months,26–75 calls,26–100 SMS,7,High
2302,5,0,37,0,305,6,7,2,3,1,2,30,40.44,36.396,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2317,5,0,35,0,1100,18,7,9,2,1,2,25,81.81,73.629,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
2318,6,0,36,0,935,18,10,6,3,1,2,30,78.12,70.308,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
2319,5,0,35,0,305,6,7,2,2,1,2,25,45.495,40.9455,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,7,High
2323,27,1,31,0,1180,51,13,15,3,1,2,30,101.24,91.116,60.124,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,1–25 SMS,8,High
2327,13,1,33,0,3215,45,7,14,3,1,2,30,158.4,142.56,65.84,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,1–25 SMS,8,High
2328,13,1,34,0,2493,48,31,29,3,1,2,30,225.64,203.076,72.564,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,26–100 SMS,7,High
2329,5,0,34,0,305,6,7,2,3,1,2,30,40.44,36.396,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,7,High
2332,5,0,34,0,305,6,7,2,4,1,2,45,25.275,22.7475,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,7,High
2342,5,0,24,0,305,6,18,2,4,1,2,45,52.775,47.4975,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,1–25 calls,1–25 SMS,7,High
2350,7,1,7,1,1713,23,7,5,3,1,1,30,97.44,87.696,60,1,Complaint,Pay as you go,Active,Churned,0–12 months,1–25 calls,1–25 SMS,8,High
2369,10,0,45,0,565,16,22,8,3,1,2,30,111.24,100.116,61.124,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2373,33,1,41,0,1520,63,38,25,3,1,2,30,215.32,193.788,71.532,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,26–100 SMS,7,High
2377,19,1,43,0,3555,57,31,24,3,1,2,30,268.48,241.632,76.848,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,26–100 SMS,7,High
2378,19,1,44,0,2833,60,56,39,4,1,2,45,212.325,191.0925,71.2325,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,26–100 SMS,7,High
2379,10,0,44,0,698,18,22,10,3,1,2,30,116.64,104.976,61.664,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2382,10,1,44,0,1193,23,31,12,4,1,2,45,107.9,97.11,60.79,1,Complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,26–100 SMS,9,High
2402,5,0,35,0,305,6,7,2,2,1,2,25,45.495,40.9455,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
2417,5,0,33,0,920,10,7,7,2,1,2,25,73.35,66.015,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
2418,5,0,34,0,755,10,7,4,3,1,2,30,58.6,52.74,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
2419,5,0,33,0,305,6,7,2,2,1,2,25,45.495,40.9455,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,7,High
2428,9,1,32,0,2313,40,26,27,3,1,2,30,198.12,178.308,69.812,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,26–100 SMS,7,High
2429,5,0,32,0,305,6,7,2,3,1,2,30,40.44,36.396,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,7,High
2432,5,0,32,0,305,6,7,2,4,1,2,45,25.275,22.7475,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,7,High
2441,11,0,23,0,745,21,7,3,2,1,2,25,65.97,59.373,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,1–25 calls,1–25 SMS,7,High
2442,5,0,22,0,305,6,13,2,4,1,2,45,40.275,36.2475,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,1–25 calls,1–25 SMS,7,High
2450,5,1,5,0,1533,15,7,3,3,1,1,30,89.92,80.928,60,1,Complaint,Pay as you go,Active,Churned,0–12 months,1–25 calls,1–25 SMS,8,High
2452,7,0,44,0,803,19,25,11,3,1,2,30,132.88,119.592,63.288,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2462,16,1,43,0,2723,68,26,24,3,1,2,30,215.64,194.076,71.564,0,Complaint,Pay as you go,Non-active,Retained,37+ months,26–75 calls,26–100 SMS,7,High
2469,7,0,42,0,485,14,18,7,2,1,2,25,103.455,93.1095,60.3455,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2477,16,1,40,0,3475,55,27,23,3,1,2,30,249.2,224.28,74.92,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,26–100 SMS,7,High
2478,16,1,41,0,2753,58,52,38,4,1,2,45,200.275,180.2475,70.0275,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,26–100 SMS,7,High
2479,7,1,41,0,618,16,18,9,3,1,2,30,97.36,87.624,60,1,Complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,10,High
2502,5,0,38,0,305,6,7,2,3,1,2,30,40.44,36.396,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2517,5,0,36,0,1000,12,7,8,2,1,2,25,77.04,69.336,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
2518,5,0,37,0,835,12,9,5,3,1,2,30,69.88,62.892,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2519,5,0,36,0,305,6,7,2,2,1,2,25,45.495,40.9455,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,7,High
2523,26,1,32,0,1080,45,12,14,3,1,2,30,93,83.7,60,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,1–25 SMS,8,High
2527,12,1,34,0,3115,39,7,13,3,1,2,30,154.16,138.744,65.416,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,1–25 SMS,8,High
2529,5,1,35,0,305,6,7,2,3,1,2,30,40.44,36.396,60,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,10,High
2532,5,0,35,0,305,6,7,2,4,1,2,45,25.275,22.7475,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,7,High
2541,14,0,26,0,825,23,7,4,3,1,2,30,61.92,55.728,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
2542,5,0,25,0,305,6,17,2,4,1,2,45,50.275,45.2475,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
2550,6,1,8,2,1613,17,7,4,3,1,1,30,93.2,83.88,60,1,Complaint,Pay as you go,Active,Churned,0–12 months,1–25 calls,1–25 SMS,8,High
2569,9,1,39,0,905,16,28,17,2,1,2,25,167.445,150.7005,66.7445,1,Complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,26–100 SMS,9,High
2573,32,1,35,0,1860,63,44,34,3,1,2,30,252.92,227.628,75.292,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,26–100 SMS,7,High
2577,18,1,37,0,3895,57,37,33,3,1,2,30,306.08,275.472,80.608,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,26–100 SMS,7,High
2587,12,1,37,0,2570,60,66,37,4,1,2,45,230.75,207.675,73.075,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,26–100 SMS,7,High
2602,5,0,41,0,305,6,7,2,3,1,2,30,40.44,36.396,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2617,5,0,39,0,580,10,7,2,2,1,2,25,58.05,52.245,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2618,5,0,40,0,415,10,7,2,3,1,2,30,45,40.5,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2619,5,0,39,0,305,6,7,2,2,1,2,25,45.495,40.9455,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2629,5,1,38,0,305,6,7,2,3,1,2,30,40.44,36.396,60,1,Complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,10,High
2632,5,0,38,0,305,6,7,2,4,1,2,45,25.275,22.7475,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2641,12,0,29,0,405,21,7,2,3,1,2,30,45.04,40.536,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
2642,5,0,28,0,305,6,7,2,4,1,2,45,25.275,22.7475,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
2650,5,1,11,1,1193,15,7,2,3,1,1,30,76.32,68.688,60,1,Complaint,Pay as you go,Active,Churned,0–12 months,1–25 calls,1–25 SMS,8,High
2662,14,1,41,0,2658,66,47,23,4,1,2,45,185.6,167.04,68.56,0,Complaint,Pay as you go,Non-active,Retained,37+ months,26–75 calls,26–100 SMS,7,High
2673,28,1,36,0,1375,59,55,23,3,1,2,30,277.36,249.624,77.736,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,26–100 SMS,7,High
2678,14,1,39,0,2688,56,73,37,4,1,2,45,251.1,225.99,75.11,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,26–100 SMS,7,High
2702,5,0,40,0,305,6,7,2,2,1,2,25,45.495,40.9455,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2712,14,1,39,0,2428,54,7,15,3,1,2,30,127.28,114.552,62.728,0,Complaint,Pay as you go,Non-active,Retained,37+ months,26–75 calls,1–25 SMS,8,High
2717,5,0,38,0,1065,14,7,9,2,1,2,25,80.055,72.0495,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2718,7,0,39,0,900,14,7,6,2,1,2,25,72.63,65.367,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2719,5,0,38,0,305,6,7,2,2,1,2,25,45.495,40.9455,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2723,28,1,34,0,1145,47,7,15,2,1,2,25,85.14,76.626,60,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,1–25 SMS,8,High
2729,5,1,37,0,305,6,7,2,3,1,2,30,40.44,36.396,60,1,Complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,10,High
2732,5,0,37,0,818,7,7,2,4,1,2,45,38.125,34.3125,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2741,16,0,28,0,890,25,7,5,2,1,2,25,72.675,65.4075,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
2742,5,0,27,0,1015,10,7,2,4,1,2,45,43.125,38.8125,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
2752,7,0,41,0,813,12,23,9,3,1,2,30,125,112.5,62.5,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2767,7,0,39,0,1370,21,16,16,2,1,2,25,134.595,121.1355,63.4595,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2769,7,0,39,0,495,7,16,5,2,1,2,25,94.59,85.131,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2773,30,1,35,0,1450,54,32,22,3,1,2,30,188.16,169.344,68.816,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,26–100 SMS,7,High
2777,16,1,37,0,3485,48,25,21,3,1,2,30,241.32,217.188,74.132,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,1–25 SMS,8,High
2778,16,1,38,0,2763,51,50,36,4,1,2,45,195.35,175.815,69.535,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,26–100 SMS,7,High
2779,7,0,38,0,628,9,16,7,3,1,2,30,89.48,80.532,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2782,7,0,38,0,1123,14,25,9,4,1,2,45,90.925,81.8325,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2802,3,0,41,0,433,10,5,3,3,1,2,30,37.72,33.948,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2812,12,1,40,0,2353,59,6,16,3,1,2,30,120.48,108.432,62.048,0,Complaint,Pay as you go,Non-active,Retained,37+ months,26–75 calls,1–25 SMS,8,High
2817,3,0,39,0,990,19,0,10,2,1,2,25,45.405,40.8645,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,No SMS,7,High
2818,5,0,40,0,825,19,11,7,3,1,2,30,77.76,69.984,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2819,0,0,39,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,No calls,No SMS,7,High
2823,26,1,35,0,1070,52,14,16,3,1,2,30,100.88,90.792,60.088,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,1–25 SMS,8,High
2829,3,0,38,0,248,7,0,1,3,1,2,30,10.2,9.18,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,No SMS,7,High
2832,3,0,38,0,743,12,7,3,4,1,2,45,36.375,32.7375,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2842,3,0,28,0,940,15,19,2,4,1,2,45,71.375,64.2375,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
2850,6,1,11,2,1602,24,0,6,3,1,1,30,65.04,58.536,60,1,Complaint,Pay as you go,Active,Churned,0–12 months,1–25 calls,No SMS,8,High
2852,3,0,36,0,623,5,6,5,2,1,2,25,55.26,49.734,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
2867,3,0,34,0,1180,14,0,12,2,1,2,25,53.73,48.357,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,No SMS,7,High
2868,5,0,35,0,1015,14,12,9,2,1,2,25,100.305,90.2745,60.0305,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
